id,tag,title,year
10107,journals/cgf/VolkeMHKZS13,"dPSO-Vis: Topology-based Visualization of Discrete Particle Swarm Optimization.",2013
10108,journals/cgf/BoudonPFGK03,"Interactive Design of Bonsai Tree Models.",2003
10109,journals/cgf/PapasJJRMW11,"Goal-based Caustics.",2011
10110,journals/cgf/HerholzMA15,"Approximating Free-form Geometry with Height Fields for Manufacturing.",2015
10111,journals/cgf/HopgoodP83,"Single user workstations.",1983
10112,journals/cgf/MamaniFNP13,"User-driven Feature Space Transformation.",2013
10113,journals/cgf/CraneDS10,"Trivial Connections on Discrete Surfaces.",2010
10114,journals/cgf/TycowiczKP11,"Context-Based Coding of Adaptive Multiresolution Meshes.",2011
10115,journals/cgf/BercovierV99,"G1 Hierarchical Bézier Surface over Arbitrary Meshes.",1999
10116,journals/cgf/OlivaPC96,"3D Reconstruction of Complex Polyhedral Shapes from Contours using a Simplified Generalized Voronoi Diagram.",1996
10117,journals/cgf/BuchartBA08,"GPU Local Triangulation: an interpolating surface reconstruction algorithm.",2008
10118,journals/cgf/MasukoH07,"Head-eye Animation Corresponding to a Conversation for CG Characters.",2007
10119,journals/cgf/GrinspunGRZ06,"Computing discrete shape operators on general meshes.",2006
10120,journals/cgf/Murch85,"Colour Graphics - Blessing or Ballyhoo?",1985
10121,journals/cgf/LiWLXD16,"Re-Compositable Panoramic Selfie with Robust Multi-Frame Segmentation and Stitching.",2016
10122,journals/cgf/KnollWNBRPG14,"RBF Volume Ray Casting on Multicore and Manycore CPUs.",2014
10123,journals/cgf/Sbert93,"An Integral Geometry Based Method for Fast Form-Factor Computation.",1993
10124,journals/cgf/ChoudhuryPP08,"Interactive Visualization for Memory Reference Traces.",2008
10125,journals/cgf/BroeksemaTB13,"Visual Analysis of Multi-Dimensional Categorical Data Sets.",2013
10126,journals/cgf/ZhouSLGKH17,"Analysis and Controlled Synthesis of Inhomogeneous Textures.",2017
10127,journals/cgf/PavicCK10,"Hybrid Booleans.",2010
10128,journals/cgf/ThieryTB12,"CageR: Cage-Based Reverse Engineering of Animated 3D Shapes.",2012
10129,journals/cgf/ChouY11,"PaperVis: Literature Review Made Easy.",2011
10130,journals/cgf/JaroszZJ08a,"Irradiance Gradients in the Presence of Participating Media and Occlusions.",2008
10131,journals/cgf/MansonSS11,"Contouring Discrete Indicator Functions.",2011
10132,journals/cgf/ZhangDMRTWS14,"Boosting Techniques for Physics-Based Vortex Detection.",2014
10133,journals/cgf/JoshiR08,"Evaluation of illustration-inspired techniques for time-varying data visualization.",2008
10134,journals/cgf/DukeS01a,"Editorial.",2002
10135,journals/cgf/ZhuFJWQH16,"Non-Local Sparse and Low-Rank Regularization for Structure-Preserving Image Smoothing.",2016
10136,journals/cgf/HerholzHA17,"Diffusion Diagrams: Voronoi Cells and Centroids from Diffusion.",2017
10137,journals/cgf/GofermanTZ10,"Puzzle-like Collage.",2010
10138,journals/cgf/KothurWSMSD15,"Visual Analytics for Correlation-Based Comparison of Time Series Ensembles.",2015
10139,journals/cgf/SolteszovaPBV10,"A Multidirectional Occlusion Shading Model for Direct Volume Rendering.",2010
10140,journals/cgf/Tamminen82,"Hidden Lines using the EXCELL Method.",1982
10141,journals/cgf/LiuLCLZW15,"An Efficient Feathering System with Collision Control.",2015
10142,journals/cgf/WanOH13,"Synthetic Brainbows.",2013
10143,journals/cgf/WoodGK88,"Experience with Chisl, a Configurable Hierarchical Interface Specification Language.",1988
10144,journals/cgf/HuSK18,"Functionality Representations and Applications for Shape Analysis.",2018
10145,journals/cgf/YueICDN12,"Pixel Art with Refracted Light by Rearrangeable Sticks.",2012
10146,journals/cgf/WootenH96,"Animation of Human Diving.",1996
10147,journals/cgf/Gerald-Yamasaki93,"Cooperative Visualization of Computational Fluid Dynamics.",1993
10148,journals/cgf/HergelL15,"3D Fabrication of 2D Mechanisms.",2015
10149,journals/cgf/SchultzSSS13,"HiFiVE: A Hilbert Space Embedding of Fiber Variability Estimates for Uncertainty Modeling and Visualization.",2013
10150,journals/cgf/LiuXFW11,"Exploring Non-Linear Relationship of Blendshape Facial Animation.",2011
10151,journals/cgf/SaketSK16,"Comparing Node-Link and Node-Link-Group Visualizations From An Enjoyment Perspective.",2016
10152,journals/cgf/ZadravecSW10,"Designing Quad-dominant Meshes with Planar Faces.",2010
10153,journals/cgf/BenesKDKM17,"On Realism of Architectural Procedural Models.",2017
10154,journals/cgf/BonneelPPDD09,"Single Photo Estimation of Hair Appearance.",2009
10155,journals/cgf/XuKHK17,"Data-Driven Shape Analysis and Processing.",2017
10156,journals/cgf/GuerinGGPG16,"Efficient modeling of entangled details for natural scenes.",2016
10157,journals/cgf/DischlerG95,"A Geometrical Based Method for Highly Complex Structured Textures Generation.",1995
10158,journals/cgf/BoulchM12,"Fast and Robust Normal Estimation for Point Clouds with Sharp Features.",2012
10159,journals/cgf/KleinZ04,"Point Cloud Collision Detection.",2004
10160,journals/cgf/GarderenPNB17,"Minimum-Displacement Overlap Removal for Geo-referenced Data Visualization.",2017
10161,journals/cgf/ArnoldHR85,"GKS Programming in a PHIGS Environment.",1985
10162,journals/cgf/DobashiKYN96,"Method for Calculation of Sky Light Luminance Aiming at an Interactive Architectural Design.",1996
10163,journals/cgf/CignoniMPS93,"Parallel 3D Delauney Triangulation.",1993
10164,journals/cgf/LienhardSNPM14,"Thumbnail galleries for procedural models.",2014
10165,journals/cgf/Pink85,"EUROGRAPHICS UK Chapter Conference.",1985
10166,journals/cgf/Arad97,"Isometric Texture Mapping for Free-Form Surfaces.",1997
10167,journals/cgf/Schettini94,"Deriving Spectral Reflectance Functions of Computer-Simulated Object Colours.",1994
10168,journals/cgf/Szirmay-KalosCA01,"Global Illumination as a Combination of Continuous Random Walk and Finite-Element Based Iteration.",2001
10169,journals/cgf/SainlotNA17,"Restricting Voronoi diagrams to meshes using corner validation.",2017
10170,journals/cgf/Aumentado-Armstrong17,"Stochastic Heat Kernel Estimation on Sampled Manifolds.",2017
10171,journals/cgf/VadCRG14,"Towards an Unbiased Comparison of CC, BCC, and FCC Lattices in Terms of Prealiasing.",2014
10172,journals/cgf/BauerAACGKMOVWB16,"In Situ Methods, Infrastructures, and Applications on High Performance Computing Platforms.",2016
10173,journals/cgf/HopgoodD86,"Ausgraph '86.",1986
10174,journals/cgf/MaVLS14,"Game level layout from design specification.",2014
10175,journals/cgf/LiaoEE17,"Split-Depth Image Generation and Optimization.",2017
10176,journals/cgf/SongCMGE09,"Bivariate Transfer Functions on Unstructured Grids.",2009
10177,journals/cgf/Dwyer09,"Scalable, Versatile and Simple Constrained Graph Layout.",2009
10178,journals/cgf/HyunLL16,"Motion Grammars for Character Animation.",2016
10179,journals/cgf/OhtakeB01,"Mesh Optimization for Polygonized Isosurfaces.",2001
10180,journals/cgf/MullenGDCA10,"Signing the Unsigned: Robust Surface Reconstruction from Raw Pointsets.",2010
10181,journals/cgf/BartolomeoH16,"There is More to Streamgraphs than Movies: Better Aesthetics via Ordering and Lassoing.",2016
10182,journals/cgf/HeinzlS17,"STAR: Visual Computing in Materials Science.",2017
10183,journals/cgf/KuoLCLY15,"Pixel2Brick: Constructing Brick Sculptures from Pixel Art.",2015
10184,journals/cgf/NavazoRJS03,"ShieldTester: Cell-to-Cell Visibility Test for Surface Occluders.",2003
10185,journals/cgf/Narayanaswami95,"Efficient Parallel Gouraud Shading and Linear Interpolation over Triangles.",1995
10186,journals/cgf/ShierB13,"An Algorithm for Random Fractal Filling of Space.",2013
10187,journals/cgf/Wu90,"Simulating Natural Light.",1990
10188,journals/cgf/PrashnaniNVS17,"A Phase-Based Approach for Animating Images Using Video Examples.",2017
10189,journals/cgf/OuafdiZK08,"A smart stochastic approach for manifolds smoothing.",2008
10190,journals/cgf/Goldman85,"Micro-based CAD: A Production Tool for Manufacturing Engineering.",1985
10191,journals/cgf/ArabniaO86,"Fast Operations on Raster Images with SIMD Machine Architectures.",1986
10192,journals/cgf/AndersonPMSPS11,"A User Study of Visualization Effectiveness Using EEG and Cognitive Load.",2011
10193,journals/cgf/Hamdi-CherifDC18,"Super-Resolution of Point Set Surfaces Using Local Similarities.",2018
10194,journals/cgf/ChungC93,"Symmetrical Patterns from Dynamics.",1993
10195,journals/cgf/HararyT11,"The Natural 3D Spiral.",2011
10196,journals/cgf/PeytavieGGM09a,"Procedural Generation of Rock Piles using Aperiodic Tiling.",2009
10197,journals/cgf/ChenJZW12,"Artistic Illumination Transfer for Portraits.",2012
10198,journals/cgf/NanJGW15,"Template Assembly for Detailed Urban Reconstruction.",2015
10199,journals/cgf/JimenezZJFAWPWG15,"Separable Subsurface Scattering.",2015
10200,journals/cgf/DijkHO16,"Location-dependent generalization of road networks based on equivalent destinations.",2016
10201,journals/cgf/JinKL18,"Aura Mesh: Motion Retargeting to Preserve the Spatial Relationships between Skinned Characters.",2018
10202,journals/cgf/AyasseM02,"Sculpturing on Discrete Displacement Fields.",2002
10203,journals/cgf/Pickover86,"A Monte Carlo Approach for ɛ Placement in Fractal-Dimension Calculations for Waveform Graphs.",1986
10204,journals/cgf/BenesWK14,"Procedural Modelling of Urban Road Networks.",2014
10205,journals/cgf/TorresC94,"A Formal Approach to the Specification of Graphic Objects Functions.",1994
10206,journals/cgf/LiuCUR14,"AutoStyle: Automatic Style Transfer from Image Collections to Users' Images.",2014
10207,journals/cgf/CornelKSHBVW16,"Composite Flow Maps.",2016
10208,journals/cgf/SauvageHB07,"Volume Preservation of Multiresolution Meshes.",2007
10209,journals/cgf/KroneFRPE11,"Interactive Exploration of Protein Cavities.",2011
10210,journals/cgf/KrishnanGMM97,"Interactive Boundary Computation of Boolean Combinations of Sculptured Solids.",1997
10211,journals/cgf/SchirmacherMS01,"On-the-Fly Processing of Generalized Lumigraphs.",2001
10212,journals/cgf/WangW16,"Buoyancy Optimization for Computational Fabrication.",2016
10213,journals/cgf/SandimCNPP16,"Boundary Detection in Particle-based Fluids.",2016
10214,journals/cgf/PetronettoPHSN13,"Mesh-Free Discrete Laplace-Beltrami Operator.",2013
10215,journals/cgf/PengW13,"Connectivity Editing for Quad-Dominant Meshes.",2013
10216,journals/cgf/HaoJMHDKMS11,"A Visual Analytics Approach for Peak-Preserving Prediction of Large Seasonal Time Series.",2011
10217,journals/cgf/WuTLY12,"Travel-Route-Centered Metro Map Layout and Annotation.",2012
10218,journals/cgf/LeeL02,"Geometric Snakes for Triangular Meshes.",2002
10219,journals/cgf/MullerSF00,"Automatic Creation of Object Hierarchies of Radiosity Clustering.",2000
10220,journals/cgf/MartinJBC13,"Efficient Non-linear Optimization via Multi-scale Gradient Filtering.",2013
10221,journals/cgf/ObertPP10,"Visibility Editing For All-Frequency Shadow Design.",2010
10222,journals/cgf/WaldSBW01,"Interactive Rendering with Coherent Ray Tracing.",2001
10223,journals/cgf/KabulPRN11,"An Optimal Control Approach for Texture Metamorphosis.",2011
10224,journals/cgf/LiDGN15,"Database-Assisted Object Retrieval for Real-Time 3D Reconstruction.",2015
10225,journals/cgf/NeffAS07,"Layered Performance Animation with Correlation Maps.",2007
10226,journals/cgf/VaradySK16,"A Multi-sided Bézier Patch with a Simple Control Structure.",2016
10227,journals/cgf/Magnenat-ThalmannCT84,"Colour Gradation, Shading and Texture Using a Limited Terminal.",1984
10228,journals/cgf/MaximoMF10,"Hardware-Assisted Projected Tetrahedra.",2010
10229,journals/cgf/Koch93,"Automatic Reconstruction of Buildings from Stereoscopic Image Sequences.",1993
10230,journals/cgf/LaneL01,"Reflective Interaction in Virtual Environments.",2001
10231,journals/cgf/RichardtSDST12,"Coherent Spatiotemporal Filtering, Upsampling and Rendering of RGBZ Videos.",2012
10232,journals/cgf/OhKGCR10,"Rendering Wave Effects with Augmented Light Field.",2010
10233,journals/cgf/YanXX14,"Fast Feature-Oriented Visual Connection for Large Image Collections.",2014
10234,journals/cgf/ElzenW13,"Small Multiples, Large Singles: A New Approach for Visual Data Exploration.",2013
10235,journals/cgf/BidmonGBPE08,"Visual Abstractions of Solvent Pathlines near Protein Cavities.",2008
10236,journals/cgf/KisterKTD17,"GraSp: Combining Spatially-aware Mobile Devices and a Display Wall for Graph Visualization and Interaction.",2017
10237,journals/cgf/SilvaAP08,"Simulation of Human Motion Data using Short-Horizon Model-Predictive Control.",2008
10238,journals/cgf/ZhangCZL13,"An Efficient and Scalable Image Filtering Framework Using VIPS Fusion.",2013
10239,journals/cgf/ZengFAQ13,"Visualizing Interchange Patterns in Massive Movement Data.",2013
10240,journals/cgf/FirbyS85,"Interference in Computer Graphics.",1985
10241,journals/cgf/KellnhoferRMS13,"Optimizing Disparity for Motion in Depth.",2013
10242,journals/cgf/SheshC04,"SMARTPAPER: An Interactive and User Friendly Sketching System.",2004
10243,journals/cgf/NeugebauerLBBJP13,"AmniVis - A System for Qualitative Exploration of Near-Wall Hemodynamics in Cerebral Aneurysms.",2013
10244,journals/cgf/PlatingsD04,"Compression of Large-Scale Terrain Data for Real-Time Visualization Using a Tiled Quad Tree.",2004
10245,journals/cgf/LakshiminarasimhamS89,"A Framework for Functional Specification and Transformation of Hidden Surface Elimination Alogorithms.",1989
10246,journals/cgf/Pudet94,"Real Time Fitting of Hand-Sketched Pressure Brushstrokes.",1994
10247,journals/cgf/Akenine-MollerTMH12,"Efficient Depth of Field Rasterization Using a Tile Test Based on Half-Space Culling.",2012
10248,journals/cgf/BenfordSGIKB95,"VR-VIBE: A Virtual Environment for Co-operative Information Retrieval.",1995
10249,journals/cgf/ChoKL14,"Single-shot High Dynamic Range Imaging Using Coded Electronic Shutter.",2014
10250,journals/cgf/NovakD12,"Rasterized Bounding Volume Hierarchies.",2012
10251,journals/cgf/ScheepensMWW15,"Rationale Visualization for Safety and Security.",2015
10252,journals/cgf/WangCTYTLLL15,"Saliency-Preserving Slicing Optimization for Effective 3D Printing.",2015
10253,journals/cgf/Diamond84,"Applications of Computer Graphics in Molecular Biology.",1984
10254,journals/cgf/SimonHZD17,"Line Integration for Rendering Heterogeneous Emissive Volumes.",2017
10255,journals/cgf/MaischR17,"Spatial Adjacency Maps for Translucency Simulation under General Illumination.",2017
10256,journals/cgf/KobbeltBS00,"Multiresolution shape deformations for meshes with dynamic vertex connectivity.",2000
10257,journals/cgf/VinklerHB16,"Performance Comparison of Bounding Volume Hierarchies and Kd-Trees for GPU Ray Tracing.",2016
10258,journals/cgf/JakobRJ11,"Progressive Expectation-Maximization for Hierarchical Volumetric Photon Mapping.",2011
10259,journals/cgf/TalE99,"Image Morphing with Feature Preserving Texture.",1999
10260,journals/cgf/HochstetterWK15,"Vector Field Visualization of Advective-Diffusive Flows.",2015
10261,journals/cgf/SachtJPSS13,"Consistent Volumetric Discretizations Inside Self-Intersecting Surfaces.",2013
10262,journals/cgf/BlascheckKRBWE17,"Visualization of Eye Tracking Data: A Taxonomy and Survey.",2017
10263,journals/cgf/AubertB97,"Animation by Deformation of Space-Time Objects.",1997
10264,journals/cgf/WangYZB14,"Variational Tree Synthesis.",2014
10265,journals/cgf/ChenCW12,"Isotropic Surface Remeshing Using Constrained Centroidal Delaunay Mesh.",2012
10266,journals/cgf/Li07,"Smooth Piecewise Polynomial Blending Operations for Implicit Shapes.",2007
10267,journals/cgf/BlanzSVS04,"Exchanging Faces in Images.",2004
10268,journals/cgf/TheiselK98,"An Enhanced Spring Model for Information Visualization.",1998
10269,journals/cgf/KuoYC16,"Feature-Aware Pixel Art Animation.",2016
10270,journals/cgf/AndujarBCN10,"Visualization of Large-Scale Urban Models through Multi-Level Relief Impostors.",2010
10271,journals/cgf/ChangZ09,"Range Scan Registration Using Reduced Deformable Models.",2009
10272,journals/cgf/MartinSMLC08,"Results of a User Study on 2D Hurricane Visualization.",2008
10273,journals/cgf/LanDWTG10,"Condenser-Based Instant Reflectometry.",2010
10274,journals/cgf/NeumannN89,"Photosimulation: Interreflection with Arbitrary Reflectance Models and Illuminations.",1989
10275,journals/cgf/NogueraREM14,"Optimized Generation of Stereoscopic CGI Films by 3D Image Warping.",2014
10276,journals/cgf/NowrouzezahraiBMJ14,"Visibility Silhouettes for Semi-Analytic Spherical Integration.",2014
